time_ms,emfA_V,emfB_V,emfC_V
1919,-0.746,-0.746,1.492
1921,-0.720,-0.720,1.440
1923,-0.697,-0.697,1.395
1925,-0.668,-0.668,1.336
1927,-0.655,-0.567,1.222
1929,-0.723,-0.274,0.997
1932,-0.769,0.033,0.736
1934,-0.795,0.339,0.456
1936,-0.805,0.652,0.153
1938,-0.805,0.955,-0.150
1940,-0.782,1.251,-0.469
1943,-0.749,1.499,-0.749
1945,-0.805,1.610,-0.805
1947,-0.837,1.675,-0.837
1949,-0.867,1.733,-0.867
1952,-0.886,1.773,-0.886
1954,-0.890,1.779,-0.890
1956,-0.883,1.766,-0.883
1958,-0.785,1.668,-0.883
1960,-0.515,1.460,-0.945
1962,-0.238,1.209,-0.971
1965,0.042,0.932,-0.974
1967,0.323,0.645,-0.968
1969,0.593,0.339,-0.932
1971,0.847,0.036,-0.883
1973,1.095,-0.283,-0.811
1975,1.316,-0.600,-0.717
1977,1.414,-0.707,-0.707
1979,1.440,-0.720,-0.720
1982,1.473,-0.736,-0.736
1985,1.505,-0.753,-0.753
1987,1.489,-0.789,-0.701
1989,1.316,-0.932,-0.384
1991,1.101,-1.039,-0.062
1993,0.841,-1.124,0.283
1995,0.560,-1.160,0.600
1998,0.264,-1.173,0.909
2000,-0.046,-1.150,1.196
2002,-0.345,-1.108,1.453
2004,-0.645,-1.017,1.662
2006,-0.906,-0.906,1.812
2008,-0.893,-0.893,1.786
2010,-0.870,-0.870,1.740
2012,-0.841,-0.841,1.681
2015,-0.805,-0.805,1.610
2017,-0.759,-0.759,1.518
2019,-0.808,-0.476,1.284
2021,-0.880,-0.078,0.958
2023,-0.929,0.342,0.587
2025,-0.942,0.749,0.192
2029,-0.935,1.147,-0.212
2031,-0.896,1.518,-0.622
2033,-0.893,1.786,-0.893
2035,-0.955,1.909,-0.955
2037,-1.004,2.007,-1.004
2039,-1.033,2.066,-1.033
2041,-1.039,2.079,-1.039
2044,-1.026,2.053,-1.026
2046,-0.792,1.877,-1.085
2048,-0.427,1.577,-1.150
2050,-0.036,1.206,-1.170
2052,0.349,0.808,-1.157
2054,0.717,0.394,-1.111
2056,1.069,-0.036,-1.033
2059,1.388,-0.469,-0.919
2061,1.623,-0.811,-0.811
2063,1.662,-0.831,-0.831
2065,1.688,-0.844,-0.844
2067,1.720,-0.860,-0.860
2069,1.636,-0.945,-0.691
2072,1.382,-1.101,-0.280
2075,1.082,-1.215,0.134
2077,0.749,-1.284,0.534
2079,0.398,-1.303,0.906
2081,0.046,-1.284,1.238
2083,-0.316,-1.225,1.541
2085,-0.652,-1.121,1.773
2087,-0.974,-0.974,1.949
2089,-0.951,-0.951,1.903
2092,-0.912,-0.912,1.825
2094,-0.863,-0.863,1.727
2096,-0.811,-0.811,1.623
2098,-0.753,-0.753,1.505
2100,-0.815,-0.375,1.189
2102,-0.857,0.033,0.824
2104,-0.877,0.414,0.463
2107,-0.863,0.769,0.094
2109,-0.824,1.092,-0.267
2111,-0.766,1.365,-0.600
2114,-0.762,1.525,-0.762
2116,-0.785,1.571,-0.785
2118,-0.792,1.584,-0.792
2120,-0.789,1.577,-0.789
2122,-0.775,1.551,-0.775
2125,-0.753,1.505,-0.753
2127,-0.717,1.434,-0.717
2129,-0.547,1.290,-0.743
2131,-0.336,1.092,-0.756
2133,-0.134,0.883,-0.749
2135,0.049,0.674,-0.723
2138,0.218,0.472,-0.691
2140,0.355,0.297,-0.652
2142,0.482,0.121,-0.603
2144,0.590,-0.036,-0.554
2146,0.681,-0.179,-0.502
2148,0.749,-0.306,-0.443
2150,0.795,-0.398,-0.398
2152,0.782,-0.391,-0.391
2156,0.762,-0.381,-0.381
2158,0.749,-0.375,-0.375
2160,0.723,-0.362,-0.362
2162,0.704,-0.352,-0.352
2164,0.671,-0.336,-0.336
2166,0.639,-0.319,-0.319
2168,0.606,-0.303,-0.303
2171,0.567,-0.283,-0.283
2173,0.528,-0.264,-0.264
2175,0.472,-0.251,-0.222
2177,0.417,-0.248,-0.169
2179,0.368,-0.238,-0.130
2181,0.319,-0.228,-0.091
2184,0.267,-0.212,-0.055
2186,0.228,-0.192,-0.036
2188,0.196,-0.176,-0.020
2190,0.153,-0.160,0.007
2192,0.134,-0.140,0.007
2194,0.108,-0.117,0.010
2196,0.078,-0.098,0.020
2199,0.065,-0.081,0.016
2202,0.049,-0.059,0.010
2204,0.033,-0.036,0.003
2206,0.003,-0.007,0.003
2208,0.000,0.000,0.000
2210,0.000,0.000,0.000
2212,0.000,0.000,0.000
2214,0.000,0.000,0.000
2216,0.000,0.000,0.000
2218,0.000,0.000,0.000
2220,0.000,0.000,0.000
2222,0.000,0.000,0.000
2224,0.000,0.000,0.000
2226,0.000,0.000,0.000
2228,0.000,0.000,0.000
2230,0.000,0.000,0.000
2232,0.000,0.000,0.000
2234,0.000,0.000,0.000
2236,0.000,0.000,0.000
2238,0.000,0.000,0.000
2241,0.000,0.000,0.000
2243,0.000,0.000,0.000
2245,0.000,0.000,0.000
2247,0.000,0.000,0.000
2249,0.000,0.000,0.000
2251,0.000,0.000,0.000
2253,0.000,0.000,0.000
2255,0.000,0.000,0.000
2257,0.000,0.000,0.000
2259,0.000,0.000,0.000
2261,0.000,0.000,0.000
2263,0.000,0.000,0.000
2265,0.000,0.000,0.000
2267,0.000,0.000,0.000
2269,0.000,0.000,0.000
2271,0.000,0.000,0.000
2273,0.000,0.000,0.000
2275,0.000,0.000,0.000
2277,0.000,0.000,0.000
2278,0.000,0.000,0.000
2280,0.000,0.000,0.000
2282,0.000,0.000,0.000
2285,0.000,0.000,0.000
2287,0.000,0.000,0.000
2289,0.000,0.000,0.000
2291,0.000,0.000,0.000
2293,0.000,0.000,0.000
2295,0.000,0.000,0.000
2297,0.000,0.000,0.000
2299,0.000,0.000,0.000
2301,0.000,0.000,0.000
2303,0.000,0.000,0.000
2305,0.000,0.000,0.000
2307,0.000,0.000,0.000
2309,0.000,0.000,0.000
2311,0.000,0.000,0.000
2313,0.000,0.000,0.000
2315,0.000,0.000,0.000
2317,0.000,0.000,0.000
2319,0.000,0.000,0.000
2321,0.000,0.000,0.000
2323,0.000,0.000,0.000
2325,0.000,0.000,0.000
2328,0.000,0.000,0.000
2330,0.000,0.000,0.000
2332,0.000,0.000,0.000
2334,0.000,0.000,0.000
2336,0.000,0.000,0.000
2338,0.000,0.000,0.000
2340,0.000,0.000,0.000
2342,0.000,0.000,0.000
2344,0.000,0.000,0.000
2346,0.000,0.000,0.000
2348,0.000,0.000,0.000
2350,0.000,0.000,0.000
2352,0.000,0.000,0.000
2354,0.000,0.000,0.000
2356,0.000,0.000,0.000
2358,0.000,0.000,0.000
2360,0.000,0.000,0.000
2362,0.000,0.000,0.000
2364,0.000,0.000,0.000
2366,0.000,0.000,0.000
2369,0.000,0.000,0.000
2371,0.000,0.000,0.000
2373,0.000,0.000,0.000
2375,0.000,0.000,0.000
2377,0.000,0.000,0.000
2379,0.000,0.000,0.000
2381,0.000,0.000,0.000
2383,0.000,0.000,0.000
2385,0.000,0.000,0.000
2387,0.000,0.000,0.000
2389,0.000,0.000,0.000
2391,0.000,0.000,0.000
2393,0.000,0.000,0.000
2395,0.000,0.000,0.000
2397,0.000,0.000,0.000
2399,0.000,0.000,0.000
2401,0.000,0.000,0.000
2403,0.000,0.000,0.000
2405,0.000,0.000,0.000
2407,0.000,0.000,0.000
2409,0.000,0.000,0.000
2412,0.000,0.000,0.000
2414,0.000,0.000,0.000
2416,0.000,0.000,0.000
2418,0.000,0.000,0.000
2420,0.000,0.000,0.000
2422,0.000,0.000,0.000
2424,0.000,0.000,0.000
2426,0.000,0.000,0.000
2428,0.000,0.000,0.000
2430,0.000,0.000,0.000
2432,0.000,0.000,0.000
2434,0.000,0.000,0.000
2436,0.000,0.000,0.000
2438,0.000,0.000,0.000
2440,0.000,0.000,0.000
2442,0.000,0.000,0.000
2444,0.000,0.000,0.000
2446,0.000,0.000,0.000
2448,0.000,0.000,0.000
2450,0.000,0.000,0.000
2452,0.000,0.000,0.000
2455,0.000,0.000,0.000
2457,0.000,0.000,0.000
2459,0.000,0.000,0.000
2461,0.000,0.000,0.000
2463,0.000,0.000,0.000
2465,0.000,0.000,0.000
2467,0.000,0.000,0.000
2469,0.000,0.000,0.000
2471,0.000,0.000,0.000
2473,0.000,0.000,0.000
2475,0.000,0.000,0.000
2477,0.000,0.000,0.000
2479,0.000,0.000,0.000
2481,0.000,0.000,0.000
2483,0.000,0.000,0.000
2485,0.000,0.000,0.000
2487,0.000,0.000,0.000
2489,0.000,0.000,0.000
2491,0.000,0.000,0.000
2493,0.000,0.000,0.000
2495,0.000,0.000,0.000
2498,0.000,0.000,0.000
2500,0.000,0.000,0.000
2502,0.000,0.000,0.000
2504,0.000,0.000,0.000
2506,0.000,0.000,0.000
2508,0.000,0.000,0.000
2510,0.000,0.000,0.000
2512,0.000,0.000,0.000
2514,0.000,0.000,0.000
2516,0.000,0.000,0.000
2518,0.000,0.000,0.000
2520,0.000,0.000,0.000
2522,0.000,0.000,0.000
2524,0.000,0.000,0.000
2526,0.000,0.000,0.000
2528,0.000,0.000,0.000
2530,0.000,0.000,0.000
2532,0.000,0.000,0.000
2534,0.000,0.000,0.000
2536,0.000,0.000,0.000
2538,0.000,0.000,0.000
2540,0.000,0.000,0.000
2542,0.000,0.000,0.000
2544,0.000,0.000,0.000
2546,0.000,0.000,0.000
2548,0.000,0.000,0.000
2550,0.000,0.000,0.000
2552,0.000,0.000,0.000
2554,0.000,0.000,0.000
2556,0.000,0.000,0.000
2558,0.000,0.000,0.000
2560,0.000,0.000,0.000
2562,0.000,0.000,0.000
2564,0.000,0.000,0.000
2566,0.000,0.000,0.000
2568,0.000,0.000,0.000
2570,0.000,0.000,0.000
2572,0.000,0.000,0.000
2574,0.000,0.000,0.000
2576,0.000,0.000,0.000
2578,0.000,0.000,0.000
2580,0.000,0.000,0.000
2583,0.000,0.000,0.000
2585,0.000,0.000,0.000
2587,0.000,0.000,0.000
2589,0.000,0.000,0.000
2591,0.000,0.000,0.000
2593,0.000,0.000,0.000
2595,0.000,0.000,0.000
2597,0.000,0.000,0.000
2599,0.000,0.000,0.000
2601,0.000,0.000,0.000
2603,0.000,0.000,0.000
2605,0.000,0.000,0.000
2607,0.000,0.000,0.000
2609,0.000,0.000,0.000
2611,0.000,0.000,0.000
2613,0.000,0.000,0.000
2615,0.000,0.000,0.000
2617,0.000,0.000,0.000
2619,0.000,0.000,0.000
2621,0.000,0.000,0.000
2623,0.000,0.000,0.000
2626,0.000,0.000,0.000
2628,0.000,0.000,0.000
2630,0.000,0.000,0.000
2632,0.000,0.000,0.000
2634,0.000,0.000,0.000
2636,0.000,0.000,0.000
2638,0.000,0.000,0.000
2640,0.000,0.000,0.000
2642,0.000,0.000,0.000
2644,0.000,0.000,0.000
2646,0.000,0.000,0.000
2648,0.000,0.000,0.000
2650,0.000,0.000,0.000
2652,0.000,0.000,0.000
2654,0.000,0.000,0.000
2656,0.000,0.000,0.000
2658,0.000,0.000,0.000
2660,0.000,0.000,0.000
2662,0.000,0.000,0.000
2664,0.000,0.000,0.000
2666,0.000,0.000,0.000
2669,0.000,0.000,0.000
2671,0.000,0.000,0.000
2673,0.000,0.000,0.000
2675,0.000,0.000,0.000
2677,0.000,0.000,0.000
2679,0.000,0.000,0.000
2681,0.000,0.000,0.000
2683,0.000,0.000,0.000
2685,0.000,0.000,0.000
2687,0.000,0.000,0.000
2689,0.000,0.000,0.000
2691,0.000,0.000,0.000
2693,0.000,0.000,0.000
2695,0.000,0.000,0.000
2697,0.000,0.000,0.000
2699,0.000,0.000,0.000
2701,0.000,0.000,0.000
2703,0.000,0.000,0.000
2705,0.000,0.000,0.000
2707,0.000,0.000,0.000
2709,0.000,0.000,0.000
2712,0.000,0.000,0.000
2714,0.000,0.000,0.000
2716,0.000,0.000,0.000
2718,0.000,0.000,0.000
2720,0.000,0.000,0.000
2722,0.000,0.000,0.000
2724,0.000,0.000,0.000
2726,0.000,0.000,0.000
2728,0.000,0.000,0.000
2730,0.000,0.000,0.000
2732,0.000,0.000,0.000
2734,0.000,0.000,0.000
2736,0.000,0.000,0.000
2738,0.000,0.000,0.000
2740,0.000,0.000,0.000
2742,0.000,0.000,0.000
2744,0.000,0.000,0.000
2746,0.000,0.000,0.000
2748,0.000,0.000,0.000
2750,0.000,0.000,0.000
2753,0.000,0.000,0.000
2755,0.000,0.000,0.000
2757,0.000,0.000,0.000
2759,0.000,0.000,0.000
2761,0.000,0.000,0.000
2763,0.000,0.000,0.000
2765,0.000,0.000,0.000
2767,0.000,0.000,0.000
2769,0.000,0.000,0.000
2771,0.000,0.000,0.000
2773,0.000,0.000,0.000
2775,0.000,0.000,0.000
2777,0.000,0.000,0.000
2779,0.000,0.000,0.000
2781,0.000,0.000,0.000
2783,0.000,0.000,0.000
2785,0.000,0.000,0.000
2787,0.000,0.000,0.000
2789,0.000,0.000,0.000
2791,0.000,0.000,0.000
2793,0.000,0.000,0.000
2796,0.000,0.000,0.000
2798,0.000,0.000,0.000
2800,0.000,0.000,0.000
2801,0.000,0.000,0.000
2803,0.000,0.000,0.000
2805,0.000,0.000,0.000
2807,0.000,0.000,0.000
2809,0.000,0.000,0.000
2811,0.000,0.000,0.000
2813,0.000,0.000,0.000
2815,0.000,0.000,0.000
2817,0.000,0.000,0.000
2819,0.000,0.000,0.000
2821,0.000,0.000,0.000
2823,0.000,0.000,0.000
2825,0.000,0.000,0.000
2827,0.000,0.000,0.000
2829,0.000,0.000,0.000
2831,0.000,0.000,0.000
2833,0.000,0.000,0.000
2835,0.000,0.000,0.000
2837,0.000,0.000,0.000
2840,0.000,0.000,0.000
2842,0.000,0.000,0.000
2844,0.000,0.000,0.000
2846,0.000,0.000,0.000
2848,0.000,0.000,0.000
2850,0.000,0.000,0.000
2852,0.000,0.000,0.000
2854,0.000,0.000,0.000
2856,0.000,0.000,0.000
2858,0.000,0.000,0.000
2860,0.000,0.000,0.000
2862,0.000,0.000,0.000
2864,0.000,0.000,0.000
2866,0.000,0.000,0.000
2868,0.000,0.000,0.000
2870,0.000,0.000,0.000
2872,0.000,0.000,0.000
2874,0.000,0.000,0.000
2876,0.000,0.000,0.000
2878,0.000,0.000,0.000
2881,0.000,0.000,0.000
2883,0.000,0.000,0.000
2885,0.000,0.000,0.000
2887,0.000,0.000,0.000
2889,0.000,0.000,0.000
2891,0.000,0.000,0.000
2893,0.000,0.000,0.000
2895,0.000,0.000,0.000
2897,0.000,0.000,0.000
2899,0.000,0.000,0.000
2901,0.000,0.000,0.000
2903,0.000,0.000,0.000
2905,0.000,0.000,0.000
2907,0.000,0.000,0.000
2909,0.000,0.000,0.000
2911,0.000,0.000,0.000
2913,0.000,0.000,0.000
2915,0.000,0.000,0.000
2917,0.000,0.000,0.000
2919,0.000,0.000,0.000
2921,0.000,0.000,0.000
2924,0.000,0.000,0.000
2926,0.000,0.000,0.000
2928,0.000,0.000,0.000
2930,0.000,0.000,0.000
2932,0.000,0.000,0.000
2934,0.000,0.000,0.000
2936,0.000,0.000,0.000
2938,0.000,0.000,0.000
2940,0.000,0.000,0.000
2942,0.000,0.000,0.000
2944,0.000,0.000,0.000
2946,0.000,0.000,0.000
2948,0.000,0.000,0.000
2950,0.000,0.000,0.000
2952,0.000,0.000,0.000
2954,0.000,0.000,0.000
2956,0.000,0.000,0.000
2958,0.000,0.000,0.000
2960,0.000,0.000,0.000
2962,0.000,0.000,0.000
2964,0.000,0.000,0.000
2967,0.000,0.000,0.000
2969,0.000,0.000,0.000
2971,0.000,0.000,0.000
2973,0.000,0.000,0.000
2975,0.000,0.000,0.000
2977,0.000,0.000,0.000
2979,0.000,0.000,0.000
2981,0.000,0.000,0.000
2983,0.000,0.000,0.000
2985,0.000,0.000,0.000
2987,0.000,0.000,0.000
2989,0.000,0.000,0.000
2991,0.000,0.000,0.000
2993,0.000,0.000,0.000
2995,0.000,0.000,0.000
2997,0.000,0.000,0.000
2999,0.000,0.000,0.000
3001,0.000,0.000,0.000
3003,0.000,0.000,0.000
3005,0.000,0.000,0.000
3007,0.000,0.000,0.000
3010,0.000,0.000,0.000
3012,0.000,0.000,0.000
3014,0.000,0.000,0.000
3016,0.000,0.000,0.000
3018,0.000,0.000,0.000
3020,0.000,0.000,0.000
3022,0.000,0.000,0.000
3024,0.000,0.000,0.000
3026,0.000,0.000,0.000
3028,0.000,0.000,0.000
3030,0.000,0.000,0.000
3032,0.000,0.000,0.000
3034,0.000,0.000,0.000
3036,0.000,0.000,0.000
3038,0.000,0.000,0.000
3040,0.000,0.000,0.000
3042,0.000,0.000,0.000
3044,0.000,0.000,0.000
3046,0.000,0.000,0.000
3048,0.000,0.000,0.000
3050,0.000,0.000,0.000
3053,0.000,0.000,0.000
3055,0.000,0.000,0.000
3057,0.000,0.000,0.000
3059,0.000,0.000,0.000
3061,0.000,0.000,0.000
3062,0.000,0.000,0.000
3064,0.000,0.000,0.000
3066,0.000,0.000,0.000
3068,0.000,0.000,0.000
3070,0.000,0.000,0.000
3072,0.000,0.000,0.000
3074,0.000,0.000,0.000
3076,0.000,0.000,0.000
3078,0.000,0.000,0.000
3080,0.000,0.000,0.000
3082,0.000,0.000,0.000
3084,0.000,0.000,0.000
3086,0.000,0.000,0.000
3088,0.000,0.000,0.000
3090,0.000,0.000,0.000
3092,0.000,0.000,0.000
3095,0.000,0.000,0.000
3097,0.000,0.000,0.000
3099,0.000,0.000,0.000
3101,0.000,0.000,0.000
3103,0.000,0.000,0.000
3105,0.000,0.000,0.000
3107,0.000,0.000,0.000
3109,0.000,0.000,0.000
3111,0.000,0.000,0.000
3113,0.000,0.000,0.000
3115,0.000,0.000,0.000
3117,0.000,0.000,0.000
3119,0.000,0.000,0.000
3121,0.000,0.000,0.000
3123,0.000,0.000,0.000
3125,0.000,0.000,0.000
3127,0.000,0.000,0.000
3129,0.000,0.000,0.000
3131,0.000,0.000,0.000
3133,0.000,0.000,0.000
3135,0.000,0.000,0.000
3138,0.000,0.000,0.000
3140,0.000,0.000,0.000
3142,0.000,0.000,0.000
3144,0.000,0.000,0.000
3146,0.000,0.000,0.000
3148,0.000,0.000,0.000
3150,0.000,0.000,0.000
3152,0.000,0.000,0.000
3154,0.000,0.000,0.000
3156,0.000,0.000,0.000
3158,0.000,0.000,0.000
3160,0.000,0.000,0.000
3162,0.000,0.000,0.000
3164,0.000,0.000,0.000
3166,0.000,0.000,0.000
3168,0.000,0.000,0.000
3170,0.000,0.000,0.000
3172,0.000,0.000,0.000
3174,0.000,0.000,0.000
3176,0.000,0.000,0.000
3178,0.000,0.000,0.000
3181,0.000,0.000,0.000
3183,0.000,0.000,0.000
3185,0.000,0.000,0.000
3187,0.000,0.000,0.000
3189,0.000,0.000,0.000
3191,0.000,0.000,0.000
3193,0.000,0.000,0.000
3195,0.000,0.000,0.000
3197,0.000,0.000,0.000
3199,0.000,0.000,0.000
3201,0.000,0.000,0.000
3203,0.000,0.000,0.000
3205,0.000,0.000,0.000
3207,0.000,0.000,0.000
3209,0.000,0.000,0.000
3211,0.000,0.000,0.000
3213,0.000,0.000,0.000
3215,0.000,0.000,0.000
3217,0.000,0.000,0.000
3219,0.000,0.000,0.000
3221,0.000,0.000,0.000
3224,0.000,0.000,0.000
3226,0.000,0.000,0.000
3228,0.000,0.000,0.000
3230,0.000,0.000,0.000
3232,0.000,0.000,0.000
3234,0.000,0.000,0.000
3236,0.000,0.000,0.000
3238,0.000,0.000,0.000
3240,0.000,0.000,0.000
3242,0.000,0.000,0.000
3244,0.000,0.000,0.000
3246,0.000,0.000,0.000
3248,0.000,0.000,0.000
3250,0.000,0.000,0.000
3252,0.000,0.000,0.000
3254,0.000,0.000,0.000
3256,0.000,0.000,0.000
3258,0.000,0.000,0.000
3260,0.000,0.000,0.000
3262,0.000,0.000,0.000
3265,0.000,0.000,0.000
3267,0.000,0.000,0.000
3269,0.000,0.000,0.000
3271,0.000,0.000,0.000
3273,0.000,0.000,0.000
3275,0.000,0.000,0.000
3277,0.000,0.000,0.000
3279,0.000,0.000,0.000
3281,0.000,0.000,0.000
3283,0.000,0.000,0.000
3285,0.000,0.000,0.000
3287,0.000,0.000,0.000
3289,0.000,0.000,0.000
3291,0.000,0.000,0.000
3293,0.000,0.000,0.000
3295,0.000,0.000,0.000
3297,0.000,0.000,0.000
3299,0.000,0.000,0.000
3301,0.000,0.000,0.000
3303,0.000,0.000,0.000
3305,0.000,0.000,0.000
3308,0.000,0.000,0.000
3310,0.000,0.000,0.000
3312,0.000,0.000,0.000
3314,0.000,0.000,0.000
3316,0.000,0.000,0.000
3318,0.000,0.000,0.000
3320,0.000,0.000,0.000
3322,0.000,0.000,0.000
3323,0.000,0.000,0.000
3325,0.000,0.000,0.000
3327,0.000,0.000,0.000
3329,0.000,0.000,0.000
3331,0.000,0.000,0.000
3333,0.000,0.000,0.000
3335,0.000,0.000,0.000
3337,0.000,0.000,0.000
3339,0.000,0.000,0.000
3341,0.000,0.000,0.000
3343,0.000,0.000,0.000
3345,0.000,0.000,0.000
3347,0.000,0.000,0.000
3349,0.000,0.000,0.000
3352,0.000,0.000,0.000
3354,0.000,0.000,0.000
3356,0.000,0.000,0.000
3358,0.000,0.000,0.000
3360,0.000,0.000,0.000
3362,0.000,0.000,0.000
3364,0.000,0.000,0.000
3366,0.000,0.000,0.000
3368,0.000,0.000,0.000
3370,0.000,0.000,0.000
3372,0.000,0.000,0.000
3374,0.000,0.000,0.000
3376,0.000,0.000,0.000
3378,0.000,0.000,0.000
3380,0.000,0.000,0.000
3382,0.000,0.000,0.000
3384,0.000,0.000,0.000
3386,0.000,0.000,0.000
3388,0.000,0.000,0.000
3390,0.000,0.000,0.000
3393,0.000,0.000,0.000
3395,0.000,0.000,0.000
3397,0.000,0.000,0.000
3399,0.000,0.000,0.000
3401,0.000,0.000,0.000
3403,0.000,0.000,0.000
3405,0.000,0.000,0.000
3407,0.000,0.000,0.000
3409,0.000,0.000,0.000
3411,0.000,0.000,0.000
3413,0.000,0.000,0.000
3415,0.000,0.000,0.000
3417,0.000,0.000,0.000
3419,0.000,0.000,0.000
3421,0.000,0.000,0.000
3423,0.000,0.000,0.000
3425,0.000,0.000,0.000
3427,0.000,0.000,0.000
3429,0.000,0.000,0.000
3431,0.000,0.000,0.000
3433,0.000,0.000,0.000
3436,0.000,0.000,0.000
3438,0.000,0.000,0.000
3440,0.000,0.000,0.000
3442,0.000,0.000,0.000
3444,0.000,0.000,0.000
3446,0.000,0.000,0.000
3448,0.000,0.000,0.000
3450,0.000,0.000,0.000
3452,0.000,0.000,0.000
3454,0.000,0.000,0.000
3456,0.000,0.000,0.000
3458,0.000,0.000,0.000
3460,0.000,0.000,0.000
3462,0.000,0.000,0.000
3464,0.000,0.000,0.000
3466,0.000,0.000,0.000
3468,0.000,0.000,0.000
3470,0.000,0.000,0.000
3472,0.000,0.000,0.000
3474,0.000,0.000,0.000
3476,0.000,0.000,0.000
3479,0.000,0.000,0.000
3481,0.000,0.000,0.000
3483,0.000,0.000,0.000
3485,0.000,0.000,0.000
3487,0.000,0.000,0.000
3489,0.000,0.000,0.000
3491,0.000,0.000,0.000
3493,0.000,0.000,0.000
3495,0.000,0.000,0.000
3497,0.000,0.000,0.000
3499,0.000,0.000,0.000
3501,0.000,0.000,0.000
3503,0.000,0.000,0.000
3505,0.000,0.000,0.000
3507,0.000,0.000,0.000
3509,0.000,0.000,0.000
3511,0.000,0.000,0.000
3513,0.000,0.000,0.000
3515,0.000,0.000,0.000
3517,0.000,0.000,0.000
3519,0.000,0.000,0.000
3522,0.000,0.000,0.000
3524,0.000,0.000,0.000
3526,0.000,0.000,0.000
3528,0.000,0.000,0.000
3530,0.000,0.000,0.000
3532,0.000,0.000,0.000
3534,0.000,0.000,0.000
3536,0.000,0.000,0.000
3538,0.000,0.000,0.000
3540,0.000,0.000,0.000
3542,0.000,0.000,0.000
3544,0.000,0.000,0.000
3546,0.000,0.000,0.000
3548,0.000,0.000,0.000
3550,0.000,0.000,0.000
3552,0.000,0.000,0.000
3554,0.000,0.000,0.000
3556,0.000,0.000,0.000
3558,0.000,0.000,0.000
3560,0.000,0.000,0.000
3562,0.000,0.000,0.000
3565,0.000,0.000,0.000
3567,0.000,0.000,0.000
3569,0.000,0.000,0.000
3571,0.000,0.000,0.000
3573,0.000,0.000,0.000
3575,0.000,0.000,0.000
3577,0.000,0.000,0.000
3579,0.000,0.000,0.000
3581,0.000,0.000,0.000
3583,0.000,0.000,0.000
3584,0.000,0.000,0.000
3586,0.000,0.000,0.000
3588,0.000,0.000,0.000
3590,0.000,0.000,0.000
3592,0.000,0.000,0.000
3594,0.000,0.000,0.000
3596,0.000,0.000,0.000
3598,0.000,0.000,0.000
3600,0.000,0.000,0.000
3602,0.000,0.000,0.000
3604,0.000,0.000,0.000
3607,0.000,0.000,0.000
3609,0.000,0.000,0.000
3611,0.000,0.000,0.000
3613,0.000,0.000,0.000
3615,0.000,0.000,0.000
3617,0.000,0.000,0.000
3619,0.000,0.000,0.000
3621,0.000,0.000,0.000
3623,0.000,0.000,0.000
3625,0.000,0.000,0.000
3627,0.000,0.000,0.000
3629,0.000,0.000,0.000
3631,0.000,0.000,0.000
3633,0.000,0.000,0.000
3635,0.000,0.000,0.000
3637,0.000,0.000,0.000
3639,0.000,0.000,0.000
3641,0.000,0.000,0.000
3643,0.000,0.000,0.000
3645,0.000,0.000,0.000
3647,0.000,0.000,0.000
3650,0.000,0.000,0.000
3652,0.000,0.000,0.000
3654,0.000,0.000,0.000
3656,0.000,0.000,0.000
3658,0.000,0.000,0.000
3660,0.000,0.000,0.000
3662,0.000,0.000,0.000
3664,0.000,0.000,0.000
3666,0.000,0.000,0.000
3668,0.000,0.000,0.000
3670,0.000,0.000,0.000
3672,0.000,0.000,0.000
3674,0.000,0.000,0.000
3676,0.000,0.000,0.000
3678,0.000,0.000,0.000
3680,0.000,0.000,0.000
3682,0.000,0.000,0.000
3684,0.000,0.000,0.000
3686,0.000,0.000,0.000
3688,0.000,0.000,0.000
3690,0.000,0.000,0.000
3693,0.000,0.000,0.000
3695,0.000,0.000,0.000
3697,0.000,0.000,0.000
3699,0.000,0.000,0.000
3701,0.000,0.000,0.000
3703,0.000,0.000,0.000
3705,0.000,0.000,0.000
3707,0.000,0.000,0.000
3709,0.000,0.000,0.000
3711,0.000,0.000,0.000
3713,0.000,0.000,0.000
3715,0.000,0.000,0.000
3717,0.000,0.000,0.000
3719,0.000,0.000,0.000
3721,0.000,0.000,0.000
3723,0.000,0.000,0.000
3725,0.000,0.000,0.000
3727,0.000,0.000,0.000
3729,0.000,0.000,0.000
3731,0.000,0.000,0.000
3733,0.000,0.000,0.000
3736,0.000,0.000,0.000
3738,0.000,0.000,0.000
3740,0.000,0.000,0.000
3742,0.000,0.000,0.000
3744,0.000,0.000,0.000
3746,0.000,0.000,0.000
3748,0.000,0.000,0.000
3750,0.000,0.000,0.000
3752,0.000,0.000,0.000
3754,0.000,0.000,0.000
3756,0.000,0.000,0.000
3758,0.000,0.000,0.000
3760,0.000,0.000,0.000
3762,0.000,0.000,0.000
3764,0.000,0.000,0.000
3766,0.000,0.000,0.000
3768,0.000,0.000,0.000
3770,0.000,0.000,0.000
3772,0.000,0.000,0.000
3774,0.000,0.000,0.000
3777,0.000,0.000,0.000
3779,0.000,0.000,0.000
3781,0.000,0.000,0.000
3783,0.000,0.000,0.000
3785,0.000,0.000,0.000
3787,0.000,0.000,0.000
3789,0.000,0.000,0.000
3791,0.000,0.000,0.000
3793,0.000,0.000,0.000
3795,0.000,0.000,0.000
3797,0.000,0.000,0.000
3799,0.000,0.000,0.000
3801,0.000,0.000,0.000
3803,0.000,0.000,0.000
3805,0.000,0.000,0.000
